date,ano,section,title,url,palavras_chave,frame_predominante,area,abrangencia,instituicoes,pessoas
20/11/2025,2025,ciência,Nasa divulga novas imagens do 3I/Atlas e nega que seja nave alienígena,https://g1.globo.com/ciencia/noticia/2025/11/20/nasa-divulga-novas-imagens-do-3iatlas-e-rejeita-rumores-de-espaconave-alienigena-e-so-um-cometa-muito-legal.ghtml,"[""Nasa"", ""3I/Atlas"", ""cometa"", ""tecnologia alienígena"", ""Amit Kshatriya"", ""vida microbiana"", ""sistema solar""]",RISCO_E_AMEACA,Ciências Exatas e da Terra,INTERNACIONAL,"[""Nasa""]","[""Amit Kshatriya""]"
20/11/2025,2025,ciência,Estatueta retrata interação sexualizada de mulher e ganso,https://www1.folha.uol.com.br/ciencia/2025/11/estatueta-de-12-mil-anos-retrata-cena-com-conotacao-sexual-entre-mulher-e-ganso.shtml,"[""estatueta"", ""interação sexualizada"", ""mulher"", ""ganso"", ""cultura natufiana"", ""mitologia"", ""animismo"", ""arte pré-histórica""]",DESCOBERTA_CIENTIFICA,Ciências Humanas,INTERNACIONAL,"[""Universidade Hebraica de Jerusalém"", ""Universidade de Connecticut""]","[""Laurent Davin"", ""Leore Grosman"", ""Natalie Munro""]"
20/11/2025,2025,ciência,A incrível história do garoto que inventou o sistema Braille,https://www.bbc.com/portuguese/articles/cr5e52g40vpo,"[""Louis Braille"", ""sistema Braille"", ""deficiência visual"", ""Instituto Nacional para Jovens Cegos"", ""escrita tátil"", ""Charles Barbier""]",DESCOBERTA_CIENTIFICA,Ciências Humanas,INTERNACIONAL,"[""Instituto Nacional para Jovens Cegos""]","[""Louis Braille"", ""Charles Barbier""]"
20/11/2025,2025,ciência,Por que os casos de câncer de tireoide estão aumentando em todo o mundo?,https://www.bbc.com/portuguese/articles/czdr690zrmjo,"[""câncer de tireoide"", ""radiação ionizante"", ""diagnóstico"", ""ultrassonografia"", ""biópsia"", ""incidência"", ""especialistas"", ""Sanziana Roman""]",RISCO_E_AMEACA,Ciências da Saúde,INTERNACIONAL,"[""Universidade da Califórnia""]","[""Sanziana Roman""]"
20/11/2025,2025,ciência,Novo método identifica sinais antigos de vida na Terra,https://www1.folha.uol.com.br/ciencia/2025/11/novo-metodo-identifica-em-rochas-alguns-dos-sinais-mais-antigos-de-vida-na-terra.shtml,"[""sinais de vida"", ""método"", ""impressões digitais químicas"", ""rochas antigas"", ""vida microbiana"", ""fotossíntese"", ""aprendizado de máquina"", ""biomoléculas""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Carnegie Institution for Science""]","[""Robert Hazen""]"
21/11/2025,2025,ciência,Brasil tem 17 cientistas entre os mais citados do mundo,https://www1.folha.uol.com.br/ciencia/2025/11/brasil-tem-17-cientistas-em-lista-dos-mais-citados-do-mundo-1-a-mais-do-que-em-2024.shtml,"[""cientistas"", ""citações"", ""pesquisa"", ""biodiversidade"", ""mudança climática"", ""ecologia"", ""Unesp"", ""Clarivate""]",COMPETICAO_E_PRESTIGIO,Ciências Biológicas,NACIONAL,"[""Unesp"", ""Clarivate""]","[""Mauro Galetti""]"
21/11/2025,2025,ciência,Propulsor do Starship sofre falha durante teste no Texas,https://www1.folha.uol.com.br/ciencia/2025/11/propulsor-do-starship-sofre-falha-durante-teste-no-texas-nos-eua.shtml,"[""Starship"", ""SpaceX"", ""propulsor"", ""teste"", ""Nasa"", ""Lua"", ""Marte""]",RISCO_E_AMEACA,Engenharias,INTERNACIONAL,"[""SpaceX"", ""Nasa""]","[""Elon Musk""]"
21/11/2025,2025,ciência,Alcântara: Voo de foguete da Innospace é remarcado,https://www1.folha.uol.com.br/ciencia/2025/11/tentativa-de-1o-lancamento-orbital-da-historia-do-brasil-e-remarcado-para-17-de-dezembro.shtml,"[""foguete"", ""Alcântara"", ""Innospace"", ""Força Aérea Brasileira"", ""lançamento"", ""segurança"", ""CLA"", ""satélites""]",INOVACAO_TECNOLOGICA,Engenharias,NACIONAL,"[""Força Aérea Brasileira"", ""Innospace"", ""IAE"", ""DLR""]","[""Rogério Moreira Cazo""]"
21/11/2025,2025,ciência,Entenda o que diz a filosofia japonesa do 'hara hachi bu',https://g1.globo.com/ciencia/noticia/2025/11/21/comer-ate-ficar-80-satisfeito-o-que-diz-a-filosofia-japonesa-do-hara-hachi-bu.ghtml,"[""hara hachi bu"", ""filosofia alimentar"", ""moderação"", ""saúde"", ""consciência alimentar"", ""perda de peso"", ""hábitos alimentares""]",PROMESSA_E_BENEFICIOS,Ciências da Saúde,NACIONAL,[],"[""nutricionista""]"
21/11/2025,2025,ciência,Arqueologia: o crânio que pode ser do híbrido mais antigo entre Homo sapiens e neandertais,https://www.bbc.com/portuguese/articles/cy404ezqlg7o,"[""crânio"", ""Homo sapiens"", ""neandertais"", ""paleoantropologia"", ""cemitério"", ""Israel"", ""evolução"", ""genética""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Universidade de Tel Aviv""]","[""Israël Hershkovitz"", ""Dorothy Garrod"", ""Theodore McCown""]"
22/11/2025,2025,ciência,Lua: pistas químicas indicam origem de Theia,https://www1.folha.uol.com.br/ciencia/2025/11/pistas-quimicas-indicam-origem-de-theia-cujo-choque-com-a-terra-teria-criado-a-lua.shtml,"[""Lua"", ""Theia"", ""Sistema Solar"", ""impacto"", ""química"", ""rochas"", ""Nicolas Dauphas"", ""Thorsten Kleine""]",DESCOBERTA_CIENTIFICA,Ciências Exatas e da Terra,INTERNACIONAL,"[""Universidade de Hong Kong"", ""Instituto Max Planck para Pesquisa do Sistema Solar"", ""Universidade Washington em St. Louis""]","[""Nicolas Dauphas"", ""Thorsten Kleine"", ""Paul Byrne""]"
22/11/2025,2025,ciência,Tartarugas usam campo magnético terrestre como GPS natural,https://www1.folha.uol.com.br/ciencia/2025/11/campo-magnetico-terrestre-funciona-como-gps-natural-para-tartarugas-marinhas-revelam-cientistas.shtml,"[""tartarugas-marinhas-cabeçudas"", ""campo magnético"", ""GPS natural"", ""magnetorreceptores"", ""magnetita"", ""comportamento"", ""Biologia"", ""Universidade da Carolina do Norte""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Universidade da Carolina do Norte"", ""Journal of Experimental Biology""]","[""Alayna Mackiewicz""]"
22/11/2025,2025,ciência,Possíveis cavidades seriam de entrada secreta em pirâmide,https://www1.folha.uol.com.br/ciencia/2025/11/possiveis-cavidades-podem-indicar-entrada-secreta-em-piramide.shtml,"[""pirâmide de Miquerinos"", ""Universidade do Cairo"", ""Universidade Técnica de Munique"", ""ScanPyramids"", ""entrada secreta"", ""técnicas não destrutivas"", ""arqueologia"", ""egiptologia""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Universidade do Cairo"", ""Universidade Técnica de Munique""]","[""Stijn van den Hoven"", ""Christian Grosse""]"
23/11/2025,2025,ciência,'Nasci de um erro da clínica e hoje tenho mais de 15 irmãos',https://www.bbc.com/portuguese/articles/cddrpdj4dd2o,"[""fertilização in vitro"", ""confusão genética"", ""identidade"", ""racismo"", ""família"", ""experiência pessoal""]",PERSONALIZACAO_E_HUMANIZACAO,Ciências da Saúde,INTERNACIONAL,"[""University College de Londres""]","[""Hadeya Okeafor"", ""Dimitrios Mavrelos""]"
23/11/2025,2025,ciência,Maias ergueram megaestrutura colaborativa há 3.000 anos,https://www1.folha.uol.com.br/ciencia/2025/11/maias-ergueram-megaestrutura-de-forma-colaborativa-ha-3000-anos.shtml,"[""civilização maia"", ""Aguada Fénix"", ""construções monumentais"", ""Lidar"", ""arqueologia"", ""Takeshi Inomata"", ""Universidade do Arizona""]",DESCOBERTA_CIENTIFICA,Ciências Humanas,INTERNACIONAL,"[""Universidade do Arizona""]","[""Takeshi Inomata""]"
23/11/2025,2025,ciência,Vídeo: Lobo remove da água armadilha feita para caranguejo,https://www1.folha.uol.com.br/ciencia/2025/11/lobo-remove-da-agua-armadilha-instalada-para-capturar-caranguejo-e-come-iscas-veja.shtml,"[""lobo"", ""armadilha"", ""caranguejo invasor"", ""uso de ferramentas"", ""ecologia"", ""Universidade de Alberta"", ""Universidade de Victoria""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Universidade Estadual de Nova York"", ""Universidade de Alberta"", ""Universidade de Victoria""]","[""Kyle Artelle"", ""Milène Wiebe"", ""Richard Cody Reid"", ""Paul Paquet""]"
23/11/2025,2025,blog longevidade: modo de usar,Documentário dá voz a idosos e às suas receitas para envelhecer bem,https://g1.globo.com/bemestar/blog/longevidade-modo-de-usar/post/2025/11/23/documentario-da-voz-a-idosos-e-as-suas-receitas-para-envelhecer-bem.ghtml,"[""longevidade"", ""Blue Zones"", ""Veranópolis"", ""envelhecimento"", ""Instituto Moriguchi"", ""estilo de vida"", ""conexões sociais""]",PROMESSA_E_BENEFICIOS,Ciências da Saúde,NACIONAL,"[""Instituto Moriguchi""]","[""Gabriel Martinez"", ""Flávia Galliazi"", ""Emilio Moriguchi"", ""David Mazzarollo"", ""Paul Damazo""]"
23/11/2025,2025,paraíba,Estrela que explodiu pode ter registro milenar em pintura na PB,https://g1.globo.com/pb/paraiba/noticia/2025/11/23/pinturas-rupestres-na-pb-podem-ser-registro-mais-antigo-de-supernova-no-hemisferio-sul-ha-quase-10-seculos.ghtml,"[""supernova"", ""pintura rupestre"", ""arqueoastronomia"", ""Universidade Estadual da Paraíba"", ""Nebulosa do Caranguejo"", ""energia"", ""história da humanidade""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,NACIONAL,"[""Universidade Estadual da Paraíba"", ""Universidade de São Paulo""]","[""Felipe Sérvulo""]"
24/11/2025,2025,ciência,A 'escola de astronautas' que fica escondida em montanha na Suíça,https://g1.globo.com/ciencia/noticia/2025/11/24/a-escola-de-astronautas-que-fica-escondida-em-montanha-na-suica.ghtml,"[""astronautas"", ""missões espaciais"", ""Asclepios"", ""Instituto Superior de Aeronáutica e Espaço"", ""Ticino"", ""Nasa"", ""Sasso San Gottardo""]",EDUCACAO_E_EXPLICACAO_CIENTIFICA,Engenharias,INTERNACIONAL,"[""Isae-Supaero"", ""Nasa""]","[""Katie Mulry"", ""Abe Silverstein""]"
24/11/2025,2025,ciência,Chimpanzés 'guerreiros' geram mais filhotes após vitória,https://www1.folha.uol.com.br/ciencia/2025/11/grupo-de-chimpanzes-guerreiros-gera-mais-filhotes-apos-vitoria.shtml,"[""chimpanzés"", ""guerra"", ""território"", ""reprodução"", ""Kibale"", ""Jane Goodall"", ""Brian Wood"", ""John Mitani""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Universidade da Califórnia em Los Angeles"", ""Universidade de Michigan""]","[""Brian Wood"", ""John Mitani""]"
24/11/2025,2025,ciência,James Watson: hélice de DNA mudou pensamento sobre humanos,https://www1.folha.uol.com.br/ciencia/2025/11/estrutura-em-helice-do-dna-mudou-a-forma-como-pensamos-sobre-nos-mesmos.shtml,"[""DNA"", ""James Watson"", ""Rosalind Franklin"", ""Francis Crick"", ""hereditariedade"", ""genes"", ""mutações""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,[],"[""James Watson"", ""Rosalind Franklin"", ""Francis Crick"", ""Charles Darwin"", ""Gregor Mendel""]"
24/11/2025,2025,ciência,Escola de astronautas fica escondida em montanha na Suíça,https://www1.folha.uol.com.br/ciencia/2025/11/a-escola-de-astronautas-que-fica-escondida-em-montanha-na-suica.shtml,"[""astronauta"", ""engenharia aeroespacial"", ""Asclepios"", ""missão espacial"", ""Nasa"", ""fortaleza militar"", ""Suíça""]",EDUCACAO_E_EXPLICACAO_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Isae-Supaero"", ""Nasa""]","[""Katie Mulry"", ""Abe Silverstein""]"
24/11/2025,2025,ciência,A escola na Suíça onde alunos treinam para ser astronautas,https://www.bbc.com/portuguese/articles/c77z7ypj1xzo,"[""astronautas"", ""escola"", ""missões espaciais"", ""Suíça"", ""engenharia aeroespacial"", ""Asclepios"", ""Instituto Superior de Aeronáutica e Espaço""]",EDUCACAO_E_EXPLICACAO_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Nasa"", ""Instituto Superior de Aeronáutica e Espaço""]","[""Katie Mulry"", ""Abe Silverstein""]"
25/11/2025,2025,ciência,Vídeo: formiga invasora faz operárias matarem a mãe,https://www1.folha.uol.com.br/ciencia/2025/11/formiga-rainha-usurpadora-faz-operarias-matarem-a-propria-mae.shtml,"[""formiga"", ""matricídio"", ""Lasius"", ""Universidade de Kyushu"", ""Keizo Takasuka"", ""ácido fórmico"", ""parasitismo social""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Universidade de Kyushu""]","[""Keizo Takasuka""]"
25/11/2025,2025,ciência,China faz missão de emergência à estação espacial Tiangong,https://www1.folha.uol.com.br/ciencia/2025/11/china-faz-1a-missao-de-emergencia-a-estacao-espacial-tiangong.shtml,"[""China"", ""estação espacial"", ""Tiangong"", ""missão de emergência"", ""Shenzhou-22"", ""detritos espaciais"", ""Agência Espacial Tripulada da China""]",RISCO_E_AMEACA,Engenharias,INTERNACIONAL,"[""Agência Espacial Tripulada da China""]","[""Chen Dong"", ""Chen Zhongrui"", ""Wang Jie"", ""Zhang Hongzhang"", ""Zhang Lu"", ""Wu Fei""]"
25/11/2025,2025,ciência,Menino com doença rara surpreende médicos após terapia genética pioneira,https://www.bbc.com/portuguese/articles/cgqz8w5yk8go,"[""síndrome de Hunter"", ""terapia genética"", ""Oliver Chu"", ""Royal Manchester Children's Hospital"", ""médicos"", ""doença rara"", ""recuperação""]",PROMESSA_E_BENEFICIOS,Ciências da Saúde,INTERNACIONAL,"[""Royal Manchester Children's Hospital""]","[""Oliver Chu"", ""Simon Jones"", ""Jingru"", ""Ricky""]"
25/11/2025,2025,blog longevidade: modo de usar,Como a renda afeta até a percepção do envelhecimento,https://g1.globo.com/bemestar/blog/longevidade-modo-de-usar/post/2025/11/25/como-a-renda-afeta-ate-a-percepcao-do-envelhecimento.ghtml,"[""envelhecimento"", ""desigualdade social"", ""saúde mental"", ""demência"", ""Pew Research Center"", ""fatores de risco"", ""renda""]",IMPACTO_SOCIAL,Ciências da Saúde,NACIONAL,"[""Pew Research Center"", ""Neurology""]",[]
26/11/2025,2025,distrito federal,Prêmio Jovem Cientista destaca pesquisas contra a mudança climática,https://g1.globo.com/df/distrito-federal/noticia/2025/11/26/premio-jovem-cientista-reconhece-iniciativas-de-combate-a-mudanca-do-clima-conheca-os-ganhadores.ghtml,"[""Prêmio Jovem Cientista"", ""mudança climática"", ""pesquisadores"", ""soluções sustentáveis"", ""CNPq"", ""Fundação Roberto Marinho"", ""Shell"", ""Internet das Coisas""]",PROMESSA_E_BENEFICIOS,Interdisciplinar,NACIONAL,"[""CNPq"", ""Fundação Roberto Marinho"", ""Shell""]","[""Raul Victor Magalhães Souza"", ""Beatriz Vitória da Silva"", ""Gabriel da Silva Santos"", ""Manuelle da Costa Pereira"", ""Isac Diógenes Bezerra"", ""Anna Giullia Toledo Hosken"", ""Elizângela Aparecida dos Santos"", ""Luíz Fernando Esser"", ""Tauany Aparecida da Silva Santa Rosa Rodrigues""]"
26/11/2025,2025,ciência,Estátuas da Ilha de Páscoa foram esculpidas por dezenas de grupos,https://g1.globo.com/ciencia/noticia/2025/11/26/estatuas-da-ilha-de-pascoa-foram-esculpidas-por-dezenas-de-grupos-independentes-indica-estudo-inedito.ghtml,"[""moais"", ""Rapa Nui"", ""Rano Raraku"", ""esculturas"", ""análise 3D"", ""clãs"", ""técnicas""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""PLOS One""]",[]
26/11/2025,2025,saúde,Padilha à CNN sobre vacina brasileira contra dengue: Uma dose é suficiente,https://www.cnnbrasil.com.br/saude/vacina-contra-a-dengue-sera-dose-unica-diz-ministro-da-saude/,"[""vacina"", ""dengue"", ""Instituto Butantan"", ""Anvisa"", ""Ministério da Saúde"", ""BRICS"", ""imunização""]",PROMESSA_E_BENEFICIOS,Ciências da Saúde,NACIONAL,"[""Instituto Butantan"", ""Anvisa"", ""Ministério da Saúde""]","[""Alexandre Padilha""]"
26/11/2025,2025,ciência,"Cientistas podem ter detectado matéria escura, afirma estudo",https://g1.globo.com/ciencia/noticia/2025/11/26/sinal-raro-no-centro-da-via-lactea-pode-ser-primeira-evidencia-direta-de-materia-escura-aponta-estudo.ghtml,"[""matéria escura"", ""Via Láctea"", ""partículas WIMPs"", ""raios gama"", ""Universidade de Tóquio"", ""telescópio espacial Fermi"", ""astrofísica""]",DESCOBERTA_CIENTIFICA,Ciências Exatas e da Terra,INTERNACIONAL,"[""Universidade de Tóquio"", ""Nasa""]","[""Tomonori Totani""]"
26/11/2025,2025,ciência,É verdade que os átomos são imortais?,https://g1.globo.com/ciencia/noticia/2025/11/26/e-verdade-que-os-atomos-sao-imortais.ghtml,"[""átomos"", ""imortalidade"", ""Big Bang"", ""matéria"", ""Lavoisier"", ""físico"", ""químico"", ""transformação""]",EDUCACAO_E_EXPLICACAO_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Laboratório Nacional de Física de Partículas"", ""Cern""]","[""Marco van Leeuwen""]"
26/11/2025,2025,ciência,Labrador e chihuahua têm traços de DNA de lobo,https://www1.folha.uol.com.br/ciencia/2025/11/tracos-de-dna-de-lobo-estao-presentes-em-racas-como-labrador-e-chihuahua.shtml,"[""genoma"", ""cães"", ""diversidade genética"", ""lobo"", ""genômica canina"", ""pesquisadores"", ""Instituto Nacional de Pesquisa do Genoma Humano"", ""Universidade de Oxford""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Instituto Nacional de Pesquisa do Genoma Humano"", ""Universidade de Oxford"", ""Escola de Medicina UMass Chan"", ""Instituto Broad"", ""Universidade Texas A&M""]","[""Tasha"", ""Elaine Ostrander"", ""Greger Larson"", ""Kathryn Lord"", ""William Murphy""]"
26/11/2025,2025,ciência,Paula Fabiani: doadores não querem correr riscos,https://www1.folha.uol.com.br/ciencia/2025/11/filantropia-brasileira-nao-quer-correr-risco-mas-na-ciencia-isso-e-fundamental-diz-ceo-de-instituto.shtml,"[""filantropia"", ""ciência"", ""risco"", ""investimento"", ""USP"", ""Instituto Serrapilheira"", ""Hugo Aguilaniu"", ""Paula Fabiani""]",RISCO_E_AMEACA,Ciências Humanas,NACIONAL,"[""USP"", ""Instituto para o Desenvolvimento do Investimento Social"", ""Instituto Serrapilheira"", ""Fundação José Luiz Setúbal"", ""Science Philanthropy Alliance""]","[""Paula Maria de Jancso Fabiani"", ""Hugo Aguilaniu""]"
26/11/2025,2025,ciência,Dino: SP deve mostrar plano para contratar pesquisadores,https://www1.folha.uol.com.br/ciencia/2025/11/dino-determina-que-sp-apresente-plano-para-recompor-quadro-de-pesquisadores-de-meio-ambiente.shtml,"[""pesquisadores"", ""meio ambiente"", ""São Paulo"", ""reflorestamento"", ""ICMBio"", ""Fundação Florestal"", ""APqC""]",POLITICA_CIENTIFICA_E_GOVERNANCA,Ciências Ambientais,NACIONAL,"[""STF"", ""ICMBio"", ""Fundação Florestal"", ""Associação dos Pesquisadores do Estados de São Paulo""]","[""Tarcísio de Freitas"", ""Flávio Dino"", ""Luciene Cavalcante""]"
26/11/2025,2025,ciência,É verdade que os átomos são imortais?,https://www1.folha.uol.com.br/ciencia/2025/11/e-verdade-que-os-atomos-sao-imortais.shtml,"[""átomos"", ""imortalidade"", ""matéria"", ""Big Bang"", ""prótons"", ""neutrons"", ""hidrogênio"", ""química""]",EDUCACAO_E_EXPLICACAO_CIENTIFICA,Ciências Exatas e da Terra,INTERNACIONAL,"[""Laboratório Nacional de Física de Partículas""]","[""Marco van Leeuwen""]"
26/11/2025,2025,ciência,Adolescência se estende até os 30 anos: novo estudo revela quatro fases cruciais para o cérebro,https://www.bbc.com/portuguese/articles/c5yd3x34xggo,"[""adolescência"", ""cérebro"", ""fases"", ""transtornos mentais"", ""pesquisa"", ""Universidade de Cambridge"", ""Nature Communications""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Universidade de Cambridge""]","[""Alexa Mousley""]"
26/11/2025,2025,ciência,É verdade que os átomos são imortais?,https://www.bbc.com/portuguese/articles/cgr10kyv54zo,"[""átomos"", ""imortalidade"", ""matéria"", ""Big Bang"", ""prótons"", ""neutrons"", ""transformação"", ""físico""]",EDUCACAO_E_EXPLICACAO_CIENTIFICA,Interdisciplinar,INTERNACIONAL,"[""Laboratório Nacional de Física de Partículas""]","[""Marco van Leeuwen""]"
26/11/2025,2025,saúde,"À CNN, Ministro da Saúde detalha vacina contra a dengue; entenda",https://www.cnnbrasil.com.br/saude/a-cnn-ministro-da-saude-detalha-vacina-contra-a-dengue-entenda/,"[""vacina"", ""dengue"", ""Instituto Butantan"", ""Anvisa"", ""Alexandre Padilha"", ""Wuxi"", ""Programa Nacional de Imunização"", ""Organização Mundial da Saúde""]",PROMESSA_E_BENEFICIOS,Ciências da Saúde,NACIONAL,"[""Agência Nacional de Vigilância Sanitária"", ""Instituto Butantan"", ""Wuxi""]","[""Alexandre Padilha""]"
27/11/2025,2025,ciência,Estudo contesta chegada de Cabral à Bahia e defende desembarque no RN,https://g1.globo.com/ciencia/noticia/2025/11/27/estudo-contesta-chegada-de-cabral-a-bahia-em-1500-e-defende-desembarque-no-rio-grande-do-norte.ghtml,"[""Cabral"", ""Rio Grande do Norte"", ""Cabo Verde"", ""força de Coriolis"", ""Monte Pascoal"", ""Universidade de Cambridge"", ""UFRN"", ""UFPB""]",DESCOBERTA_CIENTIFICA,Interdisciplinar,NACIONAL,"[""Universidade de Cambridge"", ""Universidade Federal do Rio Grande do Norte"", ""Universidade Federal da Paraíba""]","[""Carlos Chesman"", ""Cláudio Furtado""]"
27/11/2025,2025,blog longevidade: modo de usar,Câncer de próstata: por que a hormonioterapia afeta a função sexual,https://g1.globo.com/bemestar/blog/longevidade-modo-de-usar/post/2025/11/27/cancer-de-prostata-por-que-a-hormonioterapia-afeta-a-funcao-sexual.ghtml,"[""câncer de próstata"", ""hormonioterapia"", ""função sexual"", ""testosterona"", ""disfunção erétil"", ""qualidade de vida"", ""orientação"", ""diretrizes""]",RISCO_E_AMEACA,Ciências da Saúde,INTERNACIONAL,"[""Royal Melbourne Hospital"", ""Universidade de Toronto"", ""Baylor College of Medicine""]","[""Evie Mertens"", ""Andrew Matthew"", ""Mohit Khera""]"
27/11/2025,2025,ciência,"'Para o engenheiro de IA que tem o inglês em dia, dá para ganhar em dólar remotamente no Brasil, e em ótimas empresas'",https://www.bbc.com/portuguese/articles/c864x49pd57o,"[""engenheiro de inteligência artificial"", ""IA generativa"", ""ChatGPT"", ""mão de obra"", ""salários"", ""empresas"", ""tecnologia"", ""dados""]",ECONOMIA_E_MERCADO,Engenharias,NACIONAL,"[""OpenAI""]","[""Luís Henrique Martins""]"
27/11/2025,2025,ciência,Nobel Edvard Moser defende investimento em ciência básica,https://www1.folha.uol.com.br/ciencia/2025/11/edvard-moser-nobel-de-medicina-defende-investimento-continuo-em-ciencia-basica-para-inovacoes.shtml,"[""Edvard Moser"", ""células de grade"", ""neurociência"", ""pesquisa básica"", ""Alzheimer"", ""Instituto Kavli"", ""USP"", ""Unifesp""]",PROMESSA_E_BENEFICIOS,Ciências da Saúde,NACIONAL,"[""Instituto Kavli"", ""USP"", ""Unifesp"", ""Nobel Prize Outreach"", ""AstraZeneca""]","[""Edvard Moser"", ""May-Britt Moser""]"
27/11/2025,2025,ciência,Editor da Science critica cortes de Trump na pesquisa,https://www1.folha.uol.com.br/ciencia/2025/11/editor-da-science-ve-2025-como-um-dos-anos-mais-tumultuados-da-historia-da-ciencia-nos-eua.shtml,"[""cortes"", ""pesquisa"", ""ciência"", ""educação superior"", ""inclusão"", ""diversidade"", ""talentos"", ""Holden Thorp""]",RISCO_E_AMEACA,Ciências Sociais Aplicadas,INTERNACIONAL,"[""Universidade de Georgetown"", ""Harvard"", ""Columbia""]","[""Holden Thorp""]"
27/11/2025,2025,ciência,Estátuas da ilha de Páscoa seriam movidas em pé,https://www1.folha.uol.com.br/ciencia/2025/11/estatuas-da-ilha-de-pascoa-teriam-sido-transportadas-de-pe-por-meio-de-caminhada.shtml,"[""ilha de Páscoa"", ""moai"", ""transporte"", ""observatório astronômico"", ""Universidade de Binghamton"", ""Universidade do Arizona"", ""técnica de transporte"", ""modelos 3D""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Universidade de Binghamton"", ""Universidade do Arizona""]","[""Carl Lipo"", ""Terry Hunt""]"
28/11/2025,2025,ciência,Ilum tem vagas para curso gratuito em ciência e tecnologia,https://www1.folha.uol.com.br/ciencia/2025/11/ilum-em-campinas-sp-tem-40-vagas-para-curso-gratuito-em-ciencia-e-tecnologia.shtml,"[""Ilum"", ""ciência"", ""tecnologia"", ""educação"", ""interdisciplinar"", ""CNPEM"", ""Sirius"", ""jovens""]",EDUCACAO_E_EXPLICACAO_CIENTIFICA,Interdisciplinar,NACIONAL,"[""Ilum"", ""Ministério da Educação"", ""Centro Nacional de Pesquisa em Energia e Materiais""]","[""James Moraes de Almeida""]"
28/11/2025,2025,ciência,"Rita Lobo: 'Se pensar só em proteína e carboidrato, o pão vira inimigo'",https://www.bbc.com/portuguese/articles/cwyvp18g801o,"[""Rita Lobo"", ""ultraprocessados"", ""saúde pública"", ""obesidade"", ""políticas públicas"", ""comida de verdade"", ""Faculdade de Saúde Pública"", ""Lancet""]",PROMESSA_E_BENEFICIOS,Ciências da Saúde,NACIONAL,"[""Faculdade de Saúde Pública"", ""Lancet""]","[""Rita Lobo""]"
28/11/2025,2025,ciência,"Gatos foram domesticados no norte da África, indica estudo",https://www1.folha.uol.com.br/ciencia/2025/11/gatos-foram-domesticados-no-norte-da-africa-indica-novo-estudo.shtml,"[""domesticação"", ""gatos"", ""norte da África"", ""análise genômica"", ""Tunísia"", ""Universidade de Roma Tor Vergata"", ""DNA"", ""felinos""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Universidade de Roma Tor Vergata"", ""Universidade Washington""]","[""Claudio Ottoni"", ""Jonathan Losos""]"
28/11/2025,2025,ciência,Empresa alemã quer criar serviço de coleta de lixo espacial,https://g1.globo.com/ciencia/noticia/2025/11/28/empresa-alema-quer-criar-servico-de-coleta-de-lixo-espacial.ghtml,"[""lixo espacial"", ""detritos"", ""satélites"", ""engenharia aeroespacial"", ""Agência Espacial Europeia"", ""Project-S"", ""União Europeia""]",INOVACAO_TECNOLOGICA,Engenharias,INTERNACIONAL,"[""Agência Espacial Europeia"", ""Universidade Técnica de Munique"", ""Airbus""]","[""Askianakis"", ""Jan Siminski""]"
28/11/2025,2025,ciência,Cientistas da Malásia usam percevejos para tentar esclarecer crimes,https://g1.globo.com/ciencia/noticia/2025/11/28/cientistas-da-malasia-usam-percevejos-para-tentar-esclarecer-crimes.ghtml,"[""percevejos"", ""DNA"", ""crimes"", ""Universidade de Ciências da Malásia"", ""entomologia"", ""perícia"", ""Cimex hemipterus""]",DESCOBERTA_CIENTIFICA,Ciências Biológicas,INTERNACIONAL,"[""Universidade de Ciências da Malásia""]","[""Abdul Hafiz Ab Majid"", ""Lim Li""]"
29/11/2025,2025,ciência,O que são as engenhosas caixas de Ward e como elas transformaram a economia mundial,https://www.bbc.com/portuguese/articles/c5yq23zzel3o,"[""caixas de Ward"", ""botânica"", ""entomologia"", ""sistemas climáticos"", ""estufa"", ""plantas"", ""economia""]",INOVACAO_TECNOLOGICA,Interdisciplinar,INTERNACIONAL,[],"[""Nathaniel Bagshaw Ward"", ""Tim Harford""]"
